Authors,Title,Year,Link,Abstract,Author Keywords
"Lozano J.H., Capote E., Fern?ndez M.P.",Convergent validity of the measures of attention and impulsivity in the trees: Simple visual discrimination test (divisa-uam) [Validez convergente de las medidas de atenci?n e impulsividad del test de discriminaci?n visual simple de ?rboles (DiViSA-UAM)],2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920973149&doi=10.6018%2fanalesps.31.1.161371&partnerID=40&md5=7b95f5c8dae060a2666272a7d64ec8d7,"The Trees: Simple Visual Discrimination Test (DiViSA-UAM) is an objective test to assess attention and impulsivity in children aged between 6 and 12 years. The aim of this study was to supplement the validity data obtained in prior research, analyzing the evidence of convergent validity of the measures of the DiViSA-UAM in relation to other, already well-established, instruments for assessing attention and inhibitory control in children: the ¡®Faces¡¯, Differences Perception Test and the d2 Test of Attention. To this end, the instruments were administered to a sample of 111 students from primary education (46 girls and 65 boys) between the ages of 8 and 12 years. The correlation analysis showed values in line with expectations among the indices of the three tests. Similarly to what has been observed in prior research, the three tests coincided in identifying a progressive increase in attention performance between the ages of 8 and 12, as well as stability in impulsivity control and the absence of sex-related differences. We discuss the potential advantages of the DiViSA-UAM derived from its appli-cation format and its greater ease of execution. ? 2015: Servicio de Publicaciones de la Universidad de Murcia.",Attention; Computerized tests; Convergent validity; DiViSA-UAM; Impulsivity
"Bar?n-Sola ?., Sanz-Alf?rez S., del Campo F.F.","First evidence of accumulation in cyanobacteria of guanidinoacetate, a precursor of the toxin cylindrospermopsin",2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919740722&doi=10.1016%2fj.chemosphere.2014.08.046&partnerID=40&md5=cfc0ff75897a27cf26725ede74c5ffc9,"Guanidinoacetate (GAA) is one of the most extensively studied toxic guanidine compounds. Changes in GAA can affect the nervous system and induce hyperhomocysteinemia, representing a risk factor for cardiovascular diseases. In cyanobacteria, GAA is thought to be an intermediate in the synthesis of the toxin cylindrospermopsin (CYN), one of the most common known cyanotoxins that affects multiple organs and functions in animals and plants. In spite of the evidence supporting GAA toxicity and its role in CYN synthesis, no data have been reported on the accumulation of GAA in any cyanobacterium. We have analyzed and compared the content of GAA in cultures of diverse cyanobacteria types, both cylindrospermopsin producing (CYN+) and not producing (CYN-). The results obtained show that GAA accumulates in the majority of the strains tested, although the highest content was found in one of the CYN+ strain, Aphanizomenon ovalisporum UAM-MAO. In this strain, both GAA and CYN can be located within and out the cells. In conclusion, GAA appears to be a general cyanobacterial metabolite that due to its proven toxic should be considered when studying and managing cyanobacteria toxicity. ? 2014 Elsevier Ltd.",Aphanizomenon ovalisporum; Cyanobacteria toxicity; Cylindrospermopsin; Guanidino compounds; Guanidinoacetate
Llinares A.,A genre approach to the effect of academic questions on CLIL students¡¯ language production,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911988227&doi=10.1080%2f09500782.2014.924964&partnerID=40&md5=c9e14b9c953b2b237b5dfee1ade74fcf,"This paper presents an analysis of teachers¡¯ questions and students¡¯ responses in content and language integrated learning (CLIL) classes of history. Through the combined application of genre theory and a typology of CLIL teacher academic questions, the study aims at contributing to the understanding of how CLIL students use the foreign language to express academic meanings. The data are part of the UAM-CLIL project, which focuses on the systemic-functional analysis of CLIL students¡¯ language production. In this paper, we analyze class discussions on various topics in two secondary schools. These discussions were carried out at the end of a topic and followed a prompt that aimed at triggering participation in different history genres: recount, account, explanation and argument. The aim of the study is twofold: first, the academic questions used by the teachers are classified in relation to the genre triggered by the prompt; second, we analyze the length and complexity of the students¡¯ responses. The results show that the teachers did not always ask the questions related to the prompt. In fact, they frequently used questions for facts, which usually triggered shorter and less complex responses than other types. ? 2014, ? 2014 Taylor & Francis.",academic questions; classroom interaction; CLIL; genre; systemic-functional linguistics
"D?ez C.J., Buss O., Hoefer A., Porsch D., Cabellos O.",Comparison of nuclear data uncertainty propagation methodologies for PWR burn-up simulations,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911479554&doi=10.1016%2fj.anucene.2014.10.022&partnerID=40&md5=38a4979d5fff7df94beb34e2cb6d926a,"Several methodologies using different levels of approximations have been developed for propagating nuclear data uncertainties in nuclear burn-up simulations. Most methods fall into the two broad classes of Monte Carlo approaches, which are exact apart from statistical uncertainties but require additional computation time, and first order perturbation theory approaches, which are efficient for not too large numbers of considered response functions but only applicable for sufficiently small nuclear data uncertainties. Some methods neglect isotopic composition uncertainties induced by the depletion steps of the simulations, others neglect neutron flux uncertainties, and the accuracy of a given approximation is often very hard to quantify. In order to get a better sense of the impact of different approximations, this work aims to compare results obtained based on different approximate methodologies with an exact method, namely the NUDUNA Monte Carlo based approach developed by AREVA GmbH. In addition, the impact of different covariance data is studied by comparing two of the presently most complete nuclear data covariance libraries (ENDF/B-VII.1 and SCALE 6.0), which reveals a high dependency of the uncertainty estimates on the source of covariance data. The burn-up benchmark Exercise I-1b proposed by the OECD expert group ""Benchmarks for Uncertainty Analysis in Modeling (UAM) for the Design, Operation and Safety Analysis of LWRs"" is studied as an example application. The burn-up simulations are performed with the SCALE 6.0 tool suite. ? 2014 Elsevier Ltd. All rights reserved.",Burn-up; Hybrid Method; Nuclear data uncertainties; NUDUNA; PWR; Uncertainty quantification
"Zhu T., Vasiliev A., Ferroukhi H., Pautz A.",NUSS: A tool for propagating multigroup nuclear data covariances in pointwise ACE-formatted nuclear data using stochastic sampling method,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907885062&doi=10.1016%2fj.anucene.2014.09.013&partnerID=40&md5=4a9c5610cf9a216e92a20e57b4877f27,"Stochastic sampling (SS) method for quantifying nuclear data uncertainties is accomplished by using perturbed nuclear data in routine neutronics calculations and determining the variance of output parameters due to the input nuclear data uncertainties. Existing SS-based methods have demonstrated the feasibility and efficiency of propagating uncertainties in multigroup nuclear data. However, in fields such as criticality safety assessment, pointwise representation of nuclear data is more appropriate in order to corroborate the increasing safety demand and best-estimate modeling capabilities. In this work, an SS-based tool, called NUSS is implemented which perturbs pointwise ACE-formatted nuclear data using multigroup nuclear data covariance. The use of pointwise ACE-formatted nuclear data in NUSS can accommodate flexible multigroup covariance structures and allows for nuclear data uncertainty propagation through the continuous/pointwise-energy transport code MCNPX. As a first step of the NUSS development and verification, uncertainty contributions from 239Pu and 235U nuclear data were assessed for Jezebel (Pu-fueled) and Godiva (U-fueled) fast-spectrum criticality benchmarks. NUSS results are compared to those by other uncertainty quantification methods such as TSUNAMI and MCNPX PERT CARD. Next, Light Water Reactor (LWR) pin cell models from the OECD/NEA UAM Phase-1 benchmark were analyzed. Results of cross section and kinf uncertainties in consideration of different nuclear data covariance libraries are presented. ? 2014 Elsevier Ltd. All rights reserved.",MCNPX; Nuclear data; Nuclear data covariance; Stochastic sampling; Uncertainty analysis
"Guerrero L.F., Soria F.J., Roux R.S.",Puzzolanic materials for restoration of earthen architecture,2015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907333285&partnerID=40&md5=c98787a1f72298e9aa77045262e2c43d,"Lime has been used in earthen construction to make protective surfaces or to generate chemical stabilization. But these processes are slow which complicates its application in restoration. This is why people often chose to use cement as a plaster or stabilizer but, when time passes it causes unexpected reactions due to its high stiffness, impermeability and soluble salts developing. For this reason in the UAM-Xochimilco the use of puzzolanic substances in combination with lime it is testing in order to reduce the time for soil stabilization as well as improving its resistance, avoiding cement's collateral problems. This paper details the results of different comparative experiments focused on measuring the structural strength and moisture resistance of soil stabilized with lime, zeolites, volcanic ashes and powdered brick, in order to be used in earthen heritage architecture restoration and in contemporary building. ? 2015 Taylor & Francis Group.",
"Ballot A., Cerasino L., Hostyeva V., Cir?s S.","Variability in the sxt gene clusters of PSP toxin producing Aphanizomenon gracile strains from Norway, Spain, Germany and North America",2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000501914&doi=10.1371%2fjournal.pone.0167552&partnerID=40&md5=911417f790b707c84a38965f3fd058ba,"Paralytic shellfish poisoning (PSP) toxin production has been detected worldwide in the cyanobacterial genera Anabaena, Lyngbya, Scytonema, Cuspidothrix and Aphanizomenon. In Europe Aphanizomenon gracile and Cuspidothrix issatschenkoi are the only known producers of PSP toxins and are found in Southwest and Central European freshwater bodies. In this study the PSP toxin producing Aphanizomenon sp. strain NIVA-CYA 851 was isolated from the Norwegian Lake Hillestadvannet. In a polyphasic approach NIVA-CYA 851 was morphologically and phylogenetically classified, and investigated for toxin production. The strain NIVA-CYA 851 was identified as A. gracile using 16S rRNA gene phylogeny and was confirmed to produce neosaxitoxin, saxitoxin and gonyautoxin 5 by LC-MS. The whole sxt gene clusters (circa 27.3 kb) of four A. gracile strains: NIVA-CYA 851 (Norway); NIVA-CYA 655 & NIVA-CYA 676 (Germany); and UAM 529 (Spain), all from latitudes between 40¡Æ and 59¡Æ North were sequenced and compared with the sxt gene cluster of reference strain A. gracile NH-5 from the USA. All five sxt gene clusters are highly conserved with similarities exceeding 99.4%, but they differ slightly in the number and presence of single nucleotide polymorphisms (SNPs) and insertions/deletions (In/Dels). Altogether 178 variable sites (44 SNPs and 4 In/Dels, comprising 134 nucleotides) were found in the sxt gene clusters of the Norwegian, German and Spanish strains compared to the reference strain. Thirty-nine SNPs were located in 16 of the 27 coding regions. The sxt gene clusters of NIVA-CYA 851, NIVACYA 655, NIVA-CYA 676 and UAM 529, were characterized by 15, 16, 19 and 23 SNPs respectively. Only the Norwegian strain NIVA-CYA 851 possessed an insertion of 126 base pairs (bp) in the noncoding area between the sxtA and sxtE genes and a deletion of 6 nucleotides in the sxtN gene. The sxtI gene showed the highest variability and is recommended as the best genetic marker for further phylogenetic studies of the sxt gene cluster of A. gracile. This study confirms for the first time the role of A. gracile as a PSP toxin producer in Norwegian waters, representing the northernmost occurrence of PSP toxin producing A. gracile in Europe known so far. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",
"De Filippo D., Casani F., Sanz-Casado E.","University excellence initiatives in Spain, a possible strategy for optimising resources and improving local performance",2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930037689&doi=10.1016%2fj.techfore.2015.05.008&partnerID=40&md5=b2010d15c96b16e92ab116e48baf268d,"This article analyses Spain's Campus of International Excellence (CEI) Programme and its potential for raising the visibility of the country's universities, optimising resources and intensifying interaction with the local surrounds. The examples studied are the UAM?CSIC (Autonomous University of Madrid + National Research Council) and EUSKAMPUS (University of the Basque Country + Donostia International Physics Center) CEIs. The main characteristics, mission and aims of these initiatives are discussed. The results are analysed in terms of the papers published in journals listed in international databases (Web of Science). The analysis compares each university's individual output to the results obtained by these inter-institutional alliances. The improvement observed in all the indicators studied highlights the importance of joining forces to attain higher visibility. ? 2015 Elsevier Inc.",Campus of International Excellence; Inter-institutional alliances; Spain; University performance
"Qiu Y., Aufiero M., Wang K., Fratoni M.",Development of sensitivity analysis capabilities of generalized responses to nuclear data in Monte Carlo code RMC,2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978252305&doi=10.1016%2fj.anucene.2016.07.016&partnerID=40&md5=b13f5405634f3fd61462c0737f9e6047,"Capabilities for nuclear data sensitivity and uncertainty analysis have been recently implemented in numerous continuous-energy Monte Carlo codes, including the Reactor Monte Carlo (RMC) code. Previous work developed the capability for RMC of computing sensitivity coefficients of the effective multiplication factor and related uncertainties, due to nuclear data. In this work, such capability was extended to generalized responses in the form of ratios of linear response functions of the forward flux based on the collision history-based approach as implemented in SERPENT2. The superhistory algorithm was also adopted in RMC to reduce memory consumption for generalized sensitivity calculations. These new capabilities of RMC were verified by comparing results of TSUNAMI-1D in SCALE6.1 code package, and SERPENT2 through Jezebel, Flattop and the UAM TMI PWR pin cell benchmark problems. ? 2016 Elsevier Ltd",Monte Carlo; Nuclear data; RMC; Sensitivity analysis; SERPENT
"G??s M., Pitassi T., Watson T.",Zero-Information Protocols and Unambiguity in Arthur?Merlin Communication,2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954567279&doi=10.1007%2fs00453-015-0104-9&partnerID=40&md5=15c401e28fa3dcbd522cdd08c31e8fec,"We study whether information complexity can be used to attack the long-standing open problem of proving lower bounds against Arthur?Merlin (AM) communication protocols. Our starting point is to show that?in contrast to plain randomized communication complexity?every boolean function admits an AM communication protocol where on each yes-input, the distribution of Merlin¡¯s proof leaks no information about the input and moreover, this proof is unique for each outcome of Arthur¡¯s randomness. We posit that these two properties of zero information leakage and unambiguity on yes-inputs are interesting in their own right and worthy of investigation as new avenues toward AM. Zero-information protocols (ZAM): Our basic ZAM protocol uses exponential communication for some functions, and this raises the question of whether more efficient protocols exist. We prove that all functions in the classical space-bounded complexity classes NL and ? L have polynomial-communication ZAM protocols. We also prove that ZAM complexity is lower bounded by conondeterministic communication complexity. Unambiguous protocols (UAM): Our most technically substantial result is a ¥Ø (n) lower bound on the UAM complexity of the NP-complete set-intersection function; the proof uses information complexity arguments in a new, indirect way and overcomes the ¡°zero-information barrier¡± described above. We also prove that in general, UAM complexity is lower bounded by the classic discrepancy bound, and we give evidence that it is not generally lower bounded by the classic corruption bound. ? 2016, Springer Science+Business Media New York.",Arthur?Merlin communication; Unambiguity; Zero-information protocols
"Willis J.D., Smith J.A., Mazarei M., Zhang J.-Y., Turner G.B., Decker S.R., Sykes R.W., Poovaiah C.R., Baxter H.L., Mann D.G.J., Davis M.F., Udvardi M.K., Pe?a M.J., Backe J., Bar-Peled M., Stewart C.N., Jr.",Downregulation of a UDP-arabinomutase gene in switchgrass (Panicum virgatum L.) results in increased cell wall lignin while reducing arabinose-glycans,2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994452789&doi=10.3389%2ffpls.2016.01580&partnerID=40&md5=743bffd83cdd9aa082c4e6a210c5a13d,"Background: Switchgrass (Panicum virgatum L.) is a C4 perennial prairie grass and a dedicated feedstock for lignocellulosic biofuels. Saccharification and biofuel yields are inhibited by the plant cell wall¡¯s natural recalcitrance against enzymatic degradation. Plant hemicellulose polysaccharides such as arabinoxylans structurally support and cross-link other cell wall polymers. Grasses predominately have Type II cell walls that are abundant in arabinoxylan, which comprise nearly 25% of aboveground biomass. A primary component of arabinoxylan synthesis is uridine diphosphate (UDP) linked to arabinofuranose (Araf). A family of UDP-arabinopyranose mutase (UAM)/reversible glycosylated polypeptides catalyze the interconversion between UDP-arabinopyranose (UDP-Arap) and UDP-Araf. Results: The expression of a switchgrass arabinoxylan biosynthesis pathway gene, PvUAM1, was decreased via RNAi to investigate its role in cell wall recalcitrance in the feedstock. PvUAM1 encodes a switchgrass homolog of UDP-arabinose mutase, which converts UDP-Arap to UDP-Araf. Southern blot analysis revealed each transgenic line contained between one to at least seven T-DNA insertions, resulting in some cases, a 95% reduction of native PvUAM1 transcript in stem internodes. Transgenic plants had increased pigmentation in vascular tissues at nodes, but were otherwise similar in morphology to the non-transgenic control. Cell wall-associated arabinose was decreased in leaves and stems by over 50%, but there was an increase in cellulose. In addition, there was a commensurate change in arabinose side chain extension. Cell wall lignin composition was altered with a concurrent increase in lignin content and transcript abundance of lignin biosynthetic genes in mature tillers. Enzymatic saccharification efficiency was unchanged in the transgenic plants relative to the control. Conclusion: Plants with attenuated PvUAM1 transcript had increased cellulose and lignin in cell walls. A decrease in cell wall-associated arabinose was expected, which was likely caused by fewer Araf residues in the arabinoxylan. The decrease in arabinoxylan may cause a compensation response to maintain cell wall integrity by increasing cellulose and lignin biosynthesis. In cases in which increased lignin is desired, e.g., feedstocks for carbon fiber production, downregulated UAM1 coupled with altered expression of other arabinoxylan biosynthesis genes might result in even higher production of lignin in biomass. ? 2016 Willis, Smith, Mazarei, Zhang, Turner, Decker, Sykes, Poovaiah, Baxter, Mann, Davis, Udvardi, Pe?a, Backe, Bar-Peled and Stewart.",Biofuel; Hemicellulose arabinoxylan; Recalcitrance; Switchgrass; UDP-arabinopyranose mutase/reversible glycosylated polypeptide
"Azpiroz-Leehan J., Martinez L.F., Urbina M.E.G., Cadena M.M., Sacristan E.",Defining new aims for BME programs in Latin America: The case of UAM-Iztapalapa,2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009151522&doi=10.1109%2fEMBC.2016.7591686&partnerID=40&md5=b9fa026407f216f2bd2473e728a56b24,"The need for upkeep and management of medical technology has fostered the creation of a large number of under graduate programs in the field of biomedical Engineering. In Latin America alone, there are over 85 programs dedicated to this. This contrasts with programs in other regions where most of the undergraduates continue on to pursue graduate degrees or work as research and development engineers in the biomedical industry. In this work we analyze the situation regarding curricular design in the 48 BME programs in Mexico and compare this to suggestions and classifications of programs according to needs and possibilities. We then focus on a particular institution, Universidad Aut?noma Metropolitana and due to its characteristics and performance we propose that it should redefine its aims from the undergraduate program on, in order to not only generate research but also to provide a nurturing environment for a budding biomedical industry in Mexico. ? 2016 IEEE.",
"Kadiev K.M., Gyul¡¯maliev A.M., Kubrin N.A.",An additive method for calculating the thermodynamic functions of heavy feedstock,2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009971765&doi=10.1134%2fS0965544116090073&partnerID=40&md5=c37859800b3f2a1ab1399bc8d2c21521,"A uniform additive method (UAM) has been developed for calculating the thermodynamic functions heat capacity Cp(T), enthalpy ¥ÄH(T), entropy ¥ÄS(T), and Gibbs free energy ¥ÄG(T) of both individual organic compounds with known molecular structure and heavy feedstock, using elemental analysis and 1H NMR data. The principle of the UAM is that a molecule or a unit mass of molecules of a mixture with a complex structure is represented as a unit mass of individual structural moieties (descriptors), which are transferable from one system to another. A comparison with the results of calculating the thermodynamic functions by other methods shows their satisfactory agreement, thereby giving promise that the UAM can be applied to complex systems. ? 2016, Pleiades Publishing, Ltd.",heavy petroleum feedstock; hydroconversion reactions; thermodynamic functions; uniform additive method
"Rybakov M.V., Namgaladze A.A., Karpov M.I.",Comparison of ionospheric parameters calculated with UAM and measured at Voeykovo observatory,2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991677951&doi=10.1134%2fS0016793216040186&partnerID=40&md5=4ede5648b2e17c9138ee7fcfeb6eeb59,"The measurements of the critical frequencies of the ionospheric F2 layer based on vertical radiosounding, which was performed with a CADI digital ionosonde at the Voeykovo magnetic?ionospheric observatory in February 2013, have been considered. The observations have been compared with the upper atmosphere numerical model (UAM) data for three days that differ in the amplitude and the character of solar and magnetic activity and correspond to quiet and moderately disturbed states of the ionosphere. The work was performed in order to improve the methods for determining the ionospheric state by vertical sounding ionograms. The time variations in the F2 layer critical frequency, electric field vector zonal component, and thermospheric wind velocity meridional component have been analyzed. Calculations were performed with three UAM variants. The UAM version providing the best agreement with the CADI ionosonde data was the version in which the neutral temperature, neutral composition, and pressure gradients are calculated according to the MSIS empirical model and the horizontal neutral wind velocity is determined by the equation of motion with pressure gradients from MSIS. The calculated values corresponded to the measurements, except those for the evening, because the electron density at the ionospheric F2 layer maximum depends more strongly on electric fields and thermospheric wind velocities during this period. Thus, the indicated UAM version with the above limitations can be used to determine the state of the subauroral ionosphere. ? 2016, Pleiades Publishing, Ltd.",
"Piccolella S., Nocera P., Carillo P., Woodrow P., Greco V., Manti L., Fiorentino A., Pacifico S.",An apolar Pistacia lentiscus L. leaf extract: GC-MS metabolic profiling and evaluation of cytotoxicity and apoptosis inducing effects on SH-SY5Y and SK-N-BE(2)C cell lines,2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978136364&doi=10.1016%2fj.fct.2016.06.028&partnerID=40&md5=557f876ec89199dec6855b328cf2303f,"In the course of a cytotoxicity screening of Mediterranean plants vs. neuroblastoma cells, Pistacia lentiscus was of interest. Pl-C extract, prepared from dried leaves by ultrasound assisted maceration (UAM) in chloroform, was profiled through using GC-MS techniques. To evaluate Pl-C cytotoxicity towards SH-SY5Y and SK-N-BE(2)-C cell lines, MTT, SRB and LDH assays were performed. The caspase-3 activation, DNA fragmentation, as well as micronucleation, were also evaluated. The Pl-C oxidant/antioxidant ability was estimated using different methods. The extract, rich in pentacyclic triterpenes, inhibited mitochondrial redox activity and cell viability of the tested cell lines. LDH assay established that Pl-C did not affect the cell membrane integrity. Indeed, it was able to activate caspase-3 and to cause a ladder pattern of DNA. Western blotting analysis showed that Pl-C processed caspase-3 providing two cleavage products of approximately 20 and 17-kDa, whose densitometric evaluation highlighted that Pl-C was more effective than vinblastine by 3-fold. The pro-apoptotic effect could be related to a disturbance in cell redox balance. In fact, it increased intracellular ROS production, GSSG/GSH ratio and the formation of lipoperoxidation products. The data obtained prompted to further investigate and assess the in?vivo efficacy of Pl-C to prevent and/or treat neuroblastoma. ? 2016 Elsevier Ltd",Apoptosis-inducing effects; Cytotoxicity; GC-MS; Pentacyclic triterpenes; Pistacia lentiscus L.; Pro-oxidant activity
"Bostelmann F., Strydom G., Reitsma F., Ivanov K.",The IAEA coordinated research programme on HTGR uncertainty analysis: Phase I status and Ex. I-1 prismatic reference results,2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953775932&doi=10.1016%2fj.nucengdes.2015.12.009&partnerID=40&md5=01515a894a00e67983e3c841f4538398,"The quantification of uncertainties in design and safety analysis of reactors is today not only broadly accepted, but in many cases became the preferred way to replace traditional conservative analysis for safety and licensing analysis. The use of a more fundamental methodology is also consistent with the reliable high fidelity physics models and robust, efficient, and accurate codes available today. To facilitate uncertainty analysis applications a comprehensive approach and methodology must be developed and applied, in contrast to the historical approach where sensitivity analysis were performed and uncertainties then determined by a simplified statistical combination of a few important input parameters. New methodologies are currently under development in the OECD/NEA Light Water Reactor (LWR) Uncertainty Analysis in Best-Estimate Modelling (UAM) benchmark activity. High Temperature Gas-cooled Reactor (HTGR) designs require specific treatment of the double heterogeneous fuel design and large graphite quantities at high temperatures. The IAEA has therefore launched a Coordinated Research Project (CRP) on HTGR Uncertainty Analysis in Modelling (UAM) in 2013 to study uncertainty propagation specifically in the HTGR analysis chain. Two benchmark problems are defined, with the prismatic design represented by the General Atomics (GA) MHTGR-350 and a 250?MW modular pebble bed design similar to the Chinese HTR-PM. Work has started on the first phase and the current CRP status is reported in the paper. A comparison of the Serpent and SCALE/KENO-VI reference Monte Carlo results for Ex. I-1 of the MHTGR-350 design is also included. It was observed that the SCALE/KENO-VI Continuous Energy (CE) k¡Ä values were 395?pcm (Ex. I-1a) to 803?pcm (Ex. I-1b) higher than the respective Serpent lattice calculations, and that within the set of the SCALE results, the KENO-VI 238 Multi-Group (MG) k¡Ä values were up to 800?pcm lower than the KENO-VI CE values. The use of the latest ENDF-B-VII.1 cross section library in Serpent lead to ¡­180?pcm lower k¡Ä values compared to the older ENDF-B-VII.0 dataset, caused by the modified graphite neutron capture cross section. The fourth beta release of SCALE 6.2 likewise produced lower CE k¡Ä values when compared to SCALE 6.1, and the improved performance of the new 252-group library available in SCALE 6.2 is especially noteworthy. A SCALE/TSUNAMI uncertainty analysis of the Hot Full Power variant for Ex. I-1a furthermore concluded that the 238U(n,¥ã) (capture) and 235U(v?) cross-section covariance matrices contributed the most to the total k¡Ä uncertainty of 0.58%. ? 2016 Elsevier B.V.",
"Panka I., Hegyi G., Mar?czy C., Kereszt?ri A.",Uncertainties of the KIKO3D-ATHLET calculations using the Kalinin-3 benchmark (Phase II) data,2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017577966&doi=10.3139%2f124.110711&partnerID=40&md5=e3f95750488a1566f1522b97d72fd400,"The best estimate simulation of three-dimensional phenomena in nuclear reactor cores requires the use of coupled neutron physics and thermal-hydraulics calculations. However these analyses should be supplemented by the survey of the corresponding uncertainties. In this paper the uncertainties of the coupled KIKO3D-ATHLET calculations are presented for a VVER-1000 type core using the OECD NEA Kalinin-3 (Phase II) benchmark data, although only the neutronic uncertainties are considered and further simplifications are applied and discussed. Additionally, this study has been performed in the conjunction with the OECD NEA UAM benchmark, as well. In the first part of the paper, the uncertainties of the effective multiplication factor, the assembly-wise radial power distribution, the axial power distribution, the rod worth, etc. are presented at steady-state. After that some uncertainties of the transient calculations are discussed for the considered switchoff of one Main Circulation Pump (MCP) type transient.",
"Rani N.S., Vasudev T.",Post-processing methodology for word level Telugu character recognition systems using Unicode Approximation Models,2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979282910&doi=10.1109%2fITACT.2015.7492681&partnerID=40&md5=f538cc275e1b39383fa3e880edddd8b5,"Digitization and automatic interpretation of document images into editable document format is the primary inclination of optical character recognition systems (OCR). This paper proposes a novel technique for resolution of post processing errors that occurs with respect to Telugu OCR using word level Unicode Approximation Models (UAM) through a mapper module. The mapper module performs the word level one-one mapping of assigning a sequence of recognized class labels to appropriate UAM. The sequence of recognized class labels are related to one particular word and are generated from the classifier as output. The proposed algorithm effectively resolves the problem of segmentation errors, preprocessing errors like cuts and merges in characters, noise, occlusions, semantic ordering and confusing character classes. The proposed UAM models provide adequate and consistent accuracies of around 96.2% for printed words and 91.7% towards handwritten words respectively. ? 2015 IEEE.",Optical Character Recognition; Post-Processing; South Indian languages; Telugu language; UAM's; vowel consonant clusters
"P?rez-Tasigchana R.F., Le?n-Mu?oz L.M., L?pez-Garc?a E., Banegas J.R., Rodr?guez-Artalejo F., Guallar-Castill?n P.",Mediterranean diet and health-related quality of life in two cohorts of community-dwelling older adults,2016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962103798&doi=10.1371%2fjournal.pone.0151596&partnerID=40&md5=f45e0641b6533b8fc174706aaf2859a1,"Introduction: In older adults, the Mediterranean diet is associated with lower risk of chronic diseases, but its association with health-related quality of life (HRQL) is still uncertain. This study assessed the association between the Mediterranean diet and HRQL in 2 prospective cohorts of individuals aged ¡Ã60 years in Spain. Methods: The UAM-cohort (n = 2376) was selected in 2000/2001 and followed-up through 2003. At baseline, diet was collected with a food frequency questionnaire, which was used to develop an 8-item index of Mediterranean diet (UAM-MDP). The Seniors-ENRICA cohort (n = 1911) was recruited in 2008/2010 and followed-up through 2012. At baseline, a diet history was used to obtain food consumption. Mediterranean diet adherence was measured with the PREDIMED score and the Trichopoulou's Mediterranean Diet Score (MSD). HRQL was assessed, at baseline and at the end of follow-up, with the physical and mental component summaries (PCS and MCS) of the SF-36 questionnaire in the UAM-cohort, and the SF-12v.2 questionnaire in the Seniors-ENRICA cohort. Analyses were conducted with linear regression, and adjusted for the main confounders including baseline HRQL. Results: In the UAM-cohort, no significant associations between the UAM-MDP and the PCS or the MCS were found. In the Seniors-ENRICA cohort, a higher PREDIMED score was associated with a slightly better PCS; when compared with the lowest tertile of PREDIMED score, the beta coefficient (95% confidence interval) for PCS was 0.55 (-0.48 to 1.59) in the second tertile, and 1.34 (0.21 to 2.47) in the highest tertile. However, the PREDIMED score was non-significantly associated with a better MCS score. The MSD did not show an association with either the PCS or the MCS. Conclusions: No clinically relevant association was found between the Mediterranean diet and HRQL in older adults in Spain. ? 2016 P?rez-Tasigchana et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",
