Authors,Title,Year,Link,Abstract,Author Keywords
"Hasan S., Brown L., Gorrin-Rivas F., Lee P.U.","Extensible Traffic Management Coordination with Air Traffic Services – Industry Perspectives and Recommendations",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135063265&doi=10.2514%2f6.2022-3908&partnerID=40&md5=7574a62dd583421e87f68e13e8ee51c1","The National Aeronautics and Space Administration (NASA) is conducting research into Extensible Traffic Management (xTM). The goal of this research is to help the xTM community to scale and adapt to meet the operational needs of new entrant vehicles and operations by adopting a federated and automated service-based air traffic management structure. While this xTM system will mostly address the needs of new entrants, it is likely to also need some interaction with the existing traffic management environment. To help inform NASA’s research, we elicited knowledge from industry participants. Specifically, we engaged more than 25 leading companies who are developing and/or planning to operate xTM vehicles or systems to discuss current and anticipated interactions with traditional air traffic services in several new entrant categories including high-altitude platform systems/stations (HAPS), small and large uncrewed aircraft systems (UAS), urban air mobility (UAM), supersonics, as well as supporting technology providers. The feedback we received from industry includes their perspectives on significant challenges, requirements, and priorities; this feedback helps NASA to identify areas where further research is needed. © 2022, American Institute of Aeronautics and Astronautics Inc, AIAA., All rights reserved.",
"Wendt K., König A., Naser F.","Development of a Modular Model City for Unmanned Aircraft Vehicle Experiments – a Visionary Concept",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135058595&doi=10.2514%2f6.2022-3653&partnerID=40&md5=013d3f0974558be7724b8259975b12a5","Several Urban Air Mobility (UAM) companies are currently in the ground and flight testing phase of their product development, aiming to enter into daily business in the current decade. Moreover, the number and variety of unmanned aircraft systems’ applications constantly grows, reaching from agriculture to medical services. However, the majority of flight tests in Europe is not being conducted in a public manner due to regulatory barriers, and a missing representative urban environment. To overcome this challenge, the German Aerospace Center plans to set-up a model city for investigations on UAM operations in an urban model environment. UAM includes the holistic consideration of airspace users in the urban environment, i.e. in particular drones and future air cabs. The envisioned infrastructure shall be used for testing in all facets of the urban air mobility context, such as vehicle concepts, flight planning and sensor technologies as well as acceptance studies, in a protected environment. The planned model city will not represent a specific metropole in a small scale but aims to represent typical areas of a larger central European city in all its diversity. Based on literature research, typical density of buildings, arrays of buildings and their height were identified as key figures. Moreover, the interdisciplinary approach, i.e. considering flight guidance, communication and navigation, and flight system requirements as well as environmental and civil restrictions, is outlined in this paper. © 2022, American Institute of Aeronautics and Astronautics Inc, AIAA. All rights reserved.",
"Bahr M., Ferede E., Gandhi F.","Flight Characteristics of AAM/UAM-Scale Quadcopters Under Atmospheric Turbulence",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135058499&partnerID=40&md5=c413e14e61784ca14f7c16b0cb2255e1","The flight responses of quadcopters of various scales (50-1200 lb) are evaluated in the presence of a 20 kt turbulent headwind. Nominal flight controllers are tuned for each aircraft to meet HQ specifications, where the controllers will reject disturbances to the aircraft groundspeed, attempting to maintain zero groundspeed. Froude-scaling is performed to scale the handling qualities specifications of the smaller aircraft, utilizing the additional agility. The nominal and scaled controllers are then compared in rejecting disturbance due to the turbulent headwind. Non-linear dynamic simulations are performed to evaluate the rigid body response of each aircraft, finding that scaling the flight controllers (on aircraft less than 1200 lb) reduces the pitch and roll attitude response so that all aicraft have similar peak-to-peak values. Following scaling, the peak-to-peak roll and pitch attitudes for all four aircraft are within 0.5° and 0.4° of each other, respectively. The improvement in disturbance rejection capabilities from scaling comes at the cost of 24% increase in the RMS current, and 2% additional current margin for the 50 lb aircraft (which is the largest increase). Overall, the increase in actuator activity due to scaling the controllers is less than the current margin required for maneuvering, resulting in the motors not needing to increase in size. Copyright © 2022 by the Vertical Flight Society. All rights reserved",
"Richards M.","Advanced Seat Belt System for Occupant Restraint",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135052136&partnerID=40&md5=1b21dc18fcb1baa7cb842f2cdcf933f8","Current passive occupant restraints do not adequately restrict upper torso/head motion during a crash, especially with a combined forward and vertical acceleration component. The belt geometry of conventional webbing restraints allows the upper torso to rotate forward, increasing the probability of secondary impacts. In addition to the suboptimal belt geometry issues, some occupants are not familiar with the current 4-point and 5-point restraints. Safe, Inc. has developed a passive restraint system with improved belt routing geometry to reduce the occupant's motion and resulting injury risk. The restraint supplements the familiar automotive 3-point restraint system with a second, mirror image diagonal shoulder belt to provide upper torso restraint in all directions. It is intuitive to don with minimal installation instruction to encourage more frequent and proper use. The restraint would be beneficial to all vehicle types and is well suited for the emerging Urban Air Mobility (UAM) platforms. Copyright © 2022 by the Vertical Flight Society. All rights reserved",
"Walter A., McKay M., Gandhi F., Berger T.","Hover Dynamics & Flight Control of a UAM-Scale Quadcopter with Hybrid RPM & Collective Pitch Control",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135045520&partnerID=40&md5=343fc46b6cf1b6cfedd6d3cfbec61eb8","Hover trim and dynamic analyses were performed on a UAM-scale quadcopter with both variable rotor speed and variable collective blade pitch. The bare-airframe dynamics were first considered at three different hover trim points, where power consumption is increased to improve authority. The control and stability derivatives were examined at each trim point and an increase in base RPM caused increased authority for pitch inputs (and decreased authority for RPM inputs) in thrust-dominated axes. Explicit model following control laws wre then optimized using CONDUIT® to meet ADS-33E-PRF handling qualities specifications. Design margin optimization was then performed on each axis. Heave and yaw responses of the linearized system were examined for the three trim points with either RPM or pitch control. It was found that pitch-control outperformed RPM-control in heave, while the opposite was true for yaw. Hybrid control mixing was considered using a complementary filter, so that it uses pitch actuators for short-term responses, and RPM for trim. Effects of changes in motor time constant and complementary filter cutoff frequency were examined. The benefits of hybrid control were demonstrated through simulations that involved transition between trim points. Hybrid control required lower maximum power during thrust-driven maneuvers by allowing the aircraft to accelerate using pitch actuators, and recovers the original stall margin by using the rotor speed to re-trim. For a drop-off of 176 lbs of payload, hybrid control provided 5.0% lower trim power than pitch control with the reduced weight. Hybrid control also allowed a 3.9% reduction in power compared to pitch control at a flight speed of 30 kts. Copyright © 2022 by the Vertical Flight Society. All rights reserved",
"Li S., Lee S.","Analytic Prediction of Rotor Broadband Noise with Serrated Trailing Edges",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135038120&partnerID=40&md5=d0d359f1bf2f9150a52da8b9ae992c9b","Trailing-edge serrations are known to be an effective way to reduce broadband noise on wing sections, but their noise reduction capabilities on rotorcraft have not been fully understood. This paper develops a new approach to analytically predicting and investigating broadband noise of rotors with serrated trailing edges. To achieve rotorcraft broadband noise predictions, we extend Lyu and Ayton's semi-infinite serrated wing model to include the finite blade span, the modified scattering coefficient, and the spanwise observer distance. The validations show good agreements with experimental data for serrated trailing-edge noise of a wing section, a hovering rotor, and a forward-flight rotor. Next, the effects of serration parameters on rotor broadband noise are studied. For optimal and realistic rotor broadband noise reduction, the desirable design of a serrated-blade rotor has the serration height to wavelength ratio of 2, the radial range of serrations from 50% blade span to the tip. It is also found that the sine-wave, chopped peak, or saw-tooth serration shapes reduce noise most among various shapes that are considered. Finally, noise reduction with serrations is applied to urban air mobility (UAM) aircraft. A 6-passenger eVTOL quadrotor is found to have more than 9 dB noise reduction potential with serrated trailing edges, where higher noise reductions are observed with higher tip speeds and fewer blades. Serrated-blade quadrotors are found to have the dipole broadband noise directivity, and noise reductions are observed at all observer angles. Copyright © 2022 by the Vertical Flight Society. All rights reserved",
"Rizzi S.A., Letica S.J., Boyd D.D., Jr., Lopes L.V.","Prediction-Based Approaches for Generation of Noise-Power-Distance Data with Application to Urban Air Mobility Vehicles",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135026844&doi=10.2514%2f6.2022-2839&partnerID=40&md5=4e0450f3d378df2a93026c97944a5a5b","In contrast to most commercial air traffic today, vehicles serving the urban air mobility (UAM) market are anticipated to operate within communities and be close to the public at large. The approved model for assessing environmental impact of air traffic actions in the United States, the Federal Aviation Administration (FAA) Aviation Environmental Design Tool (AEDT), does not directly support analysis of such operations due to a combined lack of UAM aircraft flight performance model data and aircraft noise data. This paper addresses the latter by offering two prediction-based approaches for generation of noise-power-distance (NPD) data for use within AEDT. One utilizes AEDT’s fixed-wing aircraft modeling approach and the other utilizes the rotary-wing aircraft modeling approach. © 2022, American Institute of Aeronautics and Astronautics Inc, AIAA. All rights reserved.",
"Wu P., Chen J.","Online Evaluation for Chance-Constrained Geofences under Data-Driven Uncertainties",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135024597&doi=10.2514%2f6.2022-3613&partnerID=40&md5=bd84819a75acad41ef0ea3a786ce8717","Urban air mobility (UAM) using electrical vertical take-off and landing (eVTOL) aircraft is an emerging way of air transportation within metropolitan areas. A key challenge for the success of UAM is how to manage large-scale flight operations with safety guarantee in high-density, dynamic and uncertain airspace environments in real time. To deal with these challenges, in this paper we combine the concept of geofence and chance constraints to obtain chance-constrained geofences under data-driven uncertainties, which can guarantee that the probability of potential conflicts between eVTOL aircraft is bounded given a general empirical distribution. To evaluate the chance-constrained geofences in an online fashion, Kernel Density Estimation (KDE) based on Fast Fourier Transform (FFT) is adopted and customized to model data-driven uncertainties. Comprehensive numerical simulations demonstrate the feasibility and efficiency of the online evaluation of chance-constrained geofence through the algorithm of FFT-based KDE. © 2022, American Institute of Aeronautics and Astronautics Inc, AIAA. All rights reserved.",
"Pinto O.L., Bossotto G., Afonso F., Lau F.P.","On Rotor Aeroacoustic Optimization for Urban Air Mobility",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135023316&doi=10.2514%2f6.2022-2946&partnerID=40&md5=61f15c0ecbf207b992696d7b45428c88","This article presents an optimization study of the noise produced by rotors in the context of Urban Air Mobility (UAM). The importance of this study is based on the expected growth of UAM in larger cities across the globe and on the consequent effort to decrease the noise emitted by this type of aircraft. Provided that rotors constitute a major part of the noise produced by this aviation segment, given the fact that the aircraft are intended to be fully electric, the design of these components is of paramount importance for noise minimization. Herein, the focus is on small rotors given the availability of experimental data to compare the numerical results. For the simulation accomplished within the optimization process, an open-source aerodynamic and aeroacoustic code (FLOWUnsteady, or FLight, Optimization, and Wind Unsteady) was integrated within an optimization module created specifically for the current work. These tools are based on the Formulation 1A of Farassat (PSU-WOPWOP) and the Brooks-Pope-Marcolini airfoil noise model (FLOWNoise), being utilized for the prediction of the tonal and atonal noise, respectively. The simulation code is applied to predict rotor noise which is posteriorly reduced by the means of a gradient-free optimization algorithm, leading to the proposed optimal rotor design, with a reduction of 16,21% of the Energy Averaged Overall Sound Pressure Level (EAOSPL) having been achieved. © 2022, American Institute of Aeronautics and Astronautics Inc, AIAA. All rights reserved.",
"Pastor G.R., Hartfield R.J., Ahuja V., McClearen J.","Numerical and Experimental Testing of a Coaxial Propeller for UAM Applications",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135022147&doi=10.2514%2f6.2022-3683&partnerID=40&md5=3cb80a465d2adc0f2741011c29529f6b","This paper describes an approach for modeling coaxial propellers using an analysis approach which offers the fidelity necessary for advancing preliminary design while maintaining computational efficiency. The analysis approach for this paper fits between lower order tools such as lifting line or blade element theory and detailed volumetric flow solvers such as numerical solutions to the Navier Stokes Equations. The vorticity-based solver used for the work presented in this paper can capture detailed propeller blade geometries and propellers interacting with objects in the surrounding flow field including other propellers. Yet, computational times for this solver are sufficiently efficient and reliable for use in Multi-Disciplinary Analysis and Optimization applications. The numerical flow solver is validated for a set of coaxial propellers in a static free stream over a range of operating speeds for both propellers. The propeller model presented in this paper is designed for small UAV/UAM vehicles. The geometry to model this coaxial setup comes from a three-dimensional scan of the physical propeller. The results from the numerical solver are compared to wind tunnel test results for the coaxial propeller at rotational speeds and spacing between rotors assessed to be of interest to the UAV/UAM aircraft genre. © 2022, American Institute of Aeronautics and Astronautics Inc, AIAA. All rights reserved.",
"Mudumba S.V., Fung T.-Y., Roy S.S., Beck B.J., Chao H., Delaurentis D.A.","Model-Based Systems Engineering Approach for Simulating Urban Air Mobility Maturity Level 5 (UML-5) Operations",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135017889&doi=10.2514%2f6.2022-4075&partnerID=40&md5=622133b42cb832e5af459ffbc4b9bc17","A mature state of Urban Air Mobility (UAM) will see tens of thousands of simultaneous, heterogeneous passenger-carrying and cargo-carrying operations in urban areas. To describe the evolution of UAM state of operations, NASA has outlined 6 UAM Maturity Levels (UML1-UML6). The FAA and NASA have each released Concept of Operations for UML-1 and UML-4, respectively. They outline the UAM operational framework, the role of stakeholders, infrastructures, and the level of automation. A more mature states of operations begin at UML-5, where autonomous networks are highly integrated into ground-based remote piloting operations. Safe and Secured Assured Autonomy (S2A2) is a NASA University Leadership Initiative (ULI) project aimed at developing autonomy-enabled algorithms for perception, sensing, coordination, planning, navigation, detecting and responding to malicious attacks on the cyber-physical systems. Verification and validation processes are being developed to certify the algorithms. The challenge remains to architect a systems integration pipeline to fit all the different aspects above into a UAM system-of-systems context. This paper uses Model-Based Systems Engineering (MBSE) approach for a UML-5 operational environment where S2A2 algorithms will cohesively work together while performing their independent functions. We use SysML to define the UAM operating context, its stakeholders, their state transitions, and functions for a nominal UAM operations scenario. These are presented via Block Definition Diagrams (BDDs), Internal Block Definition Diagrams (IBDs), State Machine Diagrams (STMs), and Activity Diagrams (ADs). © 2022, American Institute of Aeronautics and Astronautics Inc, AIAA., All rights reserved.",
"Whiteside S.K.S., Pollard B.P.","Conceptual Design of a Tiltduct Reference Vehicle for Urban Air Mobility",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135014069&partnerID=40&md5=0b4151957675b71c50fcde250cfddd9f","NASA is establishing a fleet of conceptual air vehicle designs to support research and development for Urban Air Mobility (UAM). This fleet of vehicles will enable examination of the sensitivity of UAM vehicle designs to technology assumptions, identify key research and development needs for UAM aircraft, and provide the UAM community with reference vehicles that are publicly available and based upon known assumptions. To date, five six-passenger UAM reference vehicles have been published: a single-main-rotor helicopter, a side-by-side helicopter, a quadrotor, a lift-plus-cruise, and a tiltwing. To increase the breadth of vehicle technologies encapsulated in the fleet of NASA UAM reference vehicles, this paper establishes a tiltduct vehicle as an addition to the fleet. The fleet will continue to evolve as future analyses and trade studies are performed. The tiltduct UAM reference vehicle has six tilting ducted proprotors. This paper describes the initial configuration downselection; discusses ducted proprotor design rules of thumb as they applied to the conceptual design of the reference vehicle; describes the vehicle sizing, trade studies, and tuning of models performed; and finally, compares the resulting tiltduct vehicle against the other six-passenger NASA UAM reference vehicles. The high-level analyses performed for this study did not indicate significant differences in performance between the tiltduct and tiltwing reference vehicles, and so vehicle performance alone may not be a key driver in the selection of a tiltduct vehicle over a tiltwing vehicle. However, if ducts are found to have significant acoustical benefits, then acoustical priorities may provide a compelling reason to incorporate ducted proprotors. One significant limitation of the design presented in this paper is that the ducted proprotor performance was tuned based upon performance characteristics observed during historical tests with disk loadings (defined as thrust divided by proprotor disk area) of 125-250 lb/ft2. The tiltduct vehicle designed in this study has a disk loading of 30 lb/ft2, to be more representative of UAM vehicles; further studies to understand performance of ducted proprotors at representative disk loadings are warranted. Copyright © 2022 by the Vertical Flight Society. All rights reserved.",
"Amargianitakis D.C., Self R.H., Synodinos A.P., Proença A.R., Torĳa A.J.","Generation of noise exposure contours for eVTOL aircraft including transition",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135013343&doi=10.2514%2f6.2022-3088&partnerID=40&md5=6135c1591476453b9fb1c3d762f06b1c","With the advent of the Urban Air Mobility (UAM) sector, a wide variety of concepts have emerged in academic studies and industry preliminary designs. The majority of these concepts sport Vertical Takeoff and Landing (VTOL) capabilities taking advantage of progress made in the electric power delivery and storage systems. Acoustically the vertical takeoff and landing operations vary significantly to conventional fixed wing aircraft as drastic changes in the dominating noise sources, the air vehicle speed, trajectory, power settings and observer distances occur. This paper initiates the study of generating noise exposure contour maps for eVTOL aircraft, their unique operations and importantly the transition between vertical and horizontal flight. The method involves the generation of three-dimensional noise exposure surfaces surrounding the flightpath. The flightpath itself is deconstructed into fundamental operations such as hover, vertical climb/decent and flyover, allowing data in the format of Noise-Power-Distance curves to provide inputs for the various power settings. The aircraft is modeled as a lumped noise source whose directivity may rotate independently of the motion of the aircraft. Results using simple acoustic sources (monopoles and dipoles) along with more complex directivity patterns (using a spherical harmonic expansion) are generated and discussed. © 2022, American Institute of Aeronautics and Astronautics Inc, AIAA. All rights reserved.",
"Gunady N.I., Sells B.E., Patel S.R., Chao H., Delaurentis D.A., Crossley W.A.","Evaluating Future Electrified Urban Air Mobility Cargo Delivery Operations",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135005609&doi=10.2514%2f6.2022-3756&partnerID=40&md5=6c5f6c7768fd42098ecaafcd825fea95","The emergence of novel electric aerospace systems in Advanced Air Mobility (AAM) has enabled the research and development of new opportunities for innovative mission profiles. One such mission is Urban Air Mobility (UAM), which aims to use electric Vertical Takeoff and Landing (eVTOL) vehicles to transport passengers and cargo in and around metropolitan regions. Cargo operations with UAM will likely operate on Middle-Mile Delivery (MMD) missions, the transport cargo between distribution centers or facilities in a cargo operator’s network. This paper quantitatively analyzes future operations and limits of UAM-enabled MMD through developing a methodology for package demand generation and modal choice for UAM cargo MMD missions. Case studies of cargo deliveries in the Chicago metropolitan area highlight the computational framework developed for MMD modal choice analysis. © 2022, American Institute of Aeronautics and Astronautics Inc, AIAA. All rights reserved.",
"Jha A., Prabhakar N., Karbowski D., German B.","Urban Air Mobility: A preliminary case study for Chicago and Atlanta",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134651460&doi=10.1109%2fITEC53557.2022.9814052&partnerID=40&md5=55fde9dafca6bcf180e0c641b3ef0cca","These This paper reviews two promising Urban Air Mobility electric VTOL designs and develops static performance models for them. Using America Commuter Survey LODES [1] data, a demand model for such a mobility service is also derived. Further, the performance model is then used to compare UAM service to driving to indicate demand and energy expenditure of this new emerging form of mobility. © 2022 IEEE.",
"Tallerico T., Smith A.D.","Combined Electromagnetic and Thermal Design Optimization Studies of in-Slot Cooling for UAM Electric Motors",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134638844&doi=10.1109%2fITEC53557.2022.9813967&partnerID=40&md5=ec9de1af48aa35694762ba1472395cc5","Urban Air Mobility vehicles will require high specific power and high reliability electric motors. Motor specific power is limited by the temperature limits of stator winding insulation and the motor cooling system's ability to extract heat from the motor windings. The temperature limits of the stator winding are set by both thermal-chemical aging and thermo-mechanical stresses. In-slot cooling is known to be able to both more effectively reduce the max hotspot temperature in a winding and the thermo-mechanical stress in a winding at a given hotspot temperature relative to external cooling jackets. In this paper, a combined electromagnetic, thermal, and mechanical optimization of in-slot cooled motors for UAM applications is completed. Initial thermal and mechanical studies of in-slot cooling topologies with a reference design were used to down select an in-slot cooled topology for optimization. Optimizations were carried out for both the in-slot cooled topology and a traditional externally cooled motor. Results show that the in-slot cooling topology can achieve a smaller mass than a traditional water jacket cooled design, but at the cost of lower efficiency due to larger required stator thicknesses and correspondingly larger stator iron loss. © 2022 IEEE.",
"Liang J., Chen Y., Wu Y., Miao Z., Zhang H., Wang Y.","Adaptive Prescribed Performance Control of Unmanned Aerial Manipulator With Disturbances",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133753679&doi=10.1109%2fTASE.2022.3186315&partnerID=40&md5=e16948b67726dd090e937c471281fcd1","This article presents the problem of autonomous control of an unmanned aerial manipulator (UAM) developed for operation with unknown disturbances, wherein the disturbances from the coupling effect between the UAM and the external environment need to be considered. Regarding the coupling force as a disturbance to the entire UAM system, an adaptive prescribed performance control (APPC) scheme utilizing the knowledge of prescribed performance is proposed to guarantee the transient and steady-state performance responses. Also, an adaptive law is designed to estimate the upper boundary parameters of the UAM system uncertainties and disturbances, wherein the restrictive constant boundary assumptions and the prior information of the upper bound are not required in the controller design. Furthermore, to enable safe manipulation in a realistic situation, an end-effector trajectory generation method is presented satisfying the joint angle limitation. For the validation of the proposed method, the simulation results of numerical simulation comparisons are shown. Moreover, experimental scenarios including stable flight and simulated co-work with humans in complex environments are designed to verify the proposed method. <italic>Note to Practitioners</italic>&#x2014;This article is motivated by the problem of aerial manipulation under unknown disturbances, which may be caused by the wide movement of the manipulator and the sudden loading or unloading of an object. Existing approaches for aerial manipulation often require the assumption of a constant or slowly varying external disturbance. However, a priori bounded disturbance might impose a priori bound on the system state before obtaining closed-loop stability. In this article, the proposed controller with an adaptive law is designed to estimate the upper boundary parameters of the overall disturbances and ensure the predefined performance, so that the prior information of the upper bound of disturbances is not required. The performance of the proposed control strategy is demonstrated via numerical simulation comparisons and experiments, including stale flight and simulated co-work with humans in a complex environment. IEEE","adaptive control; aerial manipulation; Autonomous aerial vehicles; Kinematics; Manipulator dynamics; prescribed performance; Robot kinematics; Robots; simulated co-work with humans; Task analysis; Uncertainty; Unmanned aerial manipulator (UAM)"
"Kim Y.W., Lim C., Ji Y.G.","Exploring the User Acceptance of Urban Air Mobility: Extending the Technology Acceptance Model with Trust and Service Quality Factors",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132711942&doi=10.1080%2f10447318.2022.2087662&partnerID=40&md5=2758855381dcd94c327d17d4f042e1e9","The purpose of this study is to explore how trust in and the service quality of urban air mobility (UAM) relate to the user acceptance of UAM. We hypothesized that trust directly influences the attitude and intention to use UAM, while service quality factors affect its perceived usefulness and ease of use. A survey data of 450 respondents were analysed by using a partial least squares structural equation model. The results show that trust positively influences the intention to use UAM, and safety perception contributes the most to UAM’s trustworthiness. In addition, transport service quality factors (i.e., time-saving, availability, flight comfort, and perceived cost) significantly explained the perceived usefulness and/or ease of use. Path coefficients of the structural model indicate that trust has a greater impact on the user's attitude toward UAM than perceived usefulness. The results of this study contribute to increasing the early user adoption of UAM. © 2022 Taylor & Francis Group, LLC.",
"Wachlin J., Ward M., León B., Costello M., Leonard A., Rogers J.","EGRES: An Emergency Guided Recovery System for Unmanned Aerial Systems",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132557005&doi=10.2514%2f6.2022-2741&partnerID=40&md5=f50d224a11c0d72e1eee52f3b4865232","The private eVTOL/UAM market is rapidly expanding, with many companies and investors betting on the possibility of low-cost-to-operate and zero emissions air taxis and last-mile-delivery sUAS dominating the skies of cities in the near future. While fixed wing and rotary wing aircraft regularly operate over populated areas, the envisioned orders-of-magnitude increase in air traffic increases the risk to those on the ground and in the air. The risk calculus is also altered by the novel designs of some eVTOL aircraft. Many designs have neither significant autorotation nor low-speed-gliding capability to land safely in the event of catastrophic power failure. Ballistic parachute systems (ballistic recovery systems), such as those found in increasing use on general aviation aircraft and small UAS (drones) provide some risk mitigation, but provide no control over the landing location; the aircraft will land wherever the wind blows it. Aviation safety experts have noted that while ballistic recovery systems improve safety and should be included on all UAM aircraft, there are still hazards from a vehicle descending uncontrolled under a parachute. This paper covers the analysis and design of a guided emergency recovery system, which uses bleed-air control and a gliding steerable parachute. The analysis shows that due to the use of a parachute which provides lift, rather than a pure drag device, and the use of lightweight bleed-air control, the overall weight of a guided recovery system can be lower than an equivalent ballistic recovery system. A key feature for an effective guided recovery system is selection of its landing point. The development of a massively parallel probabilistic evaluation method for selecting landing points which provide the best likelihood of avoiding hazards is shown with examples. Simulations of EGRES in New York City Urban Air Mobility, UAS interstate highway inspection, and UAS nuclear power plant inspection scenarios showed that EGRES increased the likelihood of landing in an acceptable area by 2.3, 1.8, and 2.9 times respectively, compared with a ballistic parachute recovery system. Finally, a preliminary design for a Group 2 UAS is presented, along with size and weight estimates. © 2022, American Institute of Aeronautics and Astronautics Inc, AIAA. All rights reserved.",
"Enenakpogbe E., Whidborne J.F., Lu L.","Control of an eVTOL using Nonlinear Dynamic Inversion",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132269253&doi=10.1109%2fControl55989.2022.9781449&partnerID=40&md5=169606fd6a00e858bb1bb5edf814adab","This paper presents a Nonlinear Dynamic Inversion (NDI) based flight controller using virtual controls, generalised forces and moments for the longitudinal motion control of a VTOL aircraft including transition manoeuvres. The control architecture is general for piloted, semi-automatic and fully-automated flight. It consists of a main inner-loop NDI controller that is used for forward cruise flight and an outer linear controller used for low speed and hover. Forward and backward transition manoeuvres are executed by switching between the NDI-based controller and position control loops. Simulation results show the control potential for both hover and cruise as well as over the vital transition flight phase. © 2022 IEEE.","angle-of-attack; easy-to-fly; Full Envelop; generalized moments and forces; high level motion controller; Longitudinal; NDI; Transition; UAM; virtual controller; virtual controls; VTOL"
"Schimpf N., Li H., Knoblock E., Apaza R.","Communication Demand in the National Airspace - A Federated Learning Approach",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130760527&doi=10.1109%2fICNS54818.2022.9771527&partnerID=40&md5=e79f42ef51545a85fe0e0a70f7c888a1","Within the national airspace system (NAS), efficient use of spectrum remains a challenge; as UAS and UAM missions evolve, the amount of mission-critical aircraft communications are expected to significantly grow. To accommodate the increased demand, NASA Glenn Research Center is investigating artificial intelligence approaches that could dynamically allocate spectrum; however, these solutions are driven by communication and aviation data items, many of which are not directly available. One such cornerstone data item is communication demand, parameterizing the needs within a sector in terms that may directly inform spectrum allocation, such as channel access duration, bandwidth, and modulation type. This paper considers the complexity of predicting communication demand as a function of NAS behaviors. Unlike prior prediction work in communications, this research must consider how the NAS may be impacted by external factors - such as convective weather and closures - rather than estimating demand from time-series forecasting alone. Much of this research considers a federated learning design to predict communication events in terms of the type of event occurring (sector coordination, conflict resolution, etc). To do so, an investigation of products from Sherlock Data Warehouse is conducted, identifying the trends, sufficiency, and correlations of each product to identified events. Additionally, a preliminary discussion for inferring associations between these event types and their communication parameters (duration, bandwidth, modulation) is presented. By utilizing federated learning, imbalances in the types of events and data present throughout the NAS can inform local models without impairing global training. Furthermore, the two-stage approach proposed allows for robust and speculative communication modelling, as communication techniques continue to evolve. As a result, this model enables a generalized approach to understanding NAS communications which is able to inform long-term changes to aviation spectrum management. © 2022 IEEE.",
"Jordan A., Jaskowska K.K., Monsalve A., Yang R., Rozenblat M., Freeman K., Garcia S.","Systematic Evaluation of Cybersecurity Risks in the Urban Air Mobility Operational Environment",2022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130755105&doi=10.1109%2fICNS54818.2022.9771507&partnerID=40&md5=bf1f1e593d2782d832738b0471ee9a73","The National Aeronautics and Space Administration's (NASA) Advanced Air Mobility (AAM) concept envisions an innovative air transportation system that leverages new aircraft to expand the range of aviation services. As a building block to AAM, the Urban Air Mobility (UAM) concept envisions highly automated vehicles offering a safe transportation alternative in densely populated, congested metropolitan areas. To accomplish its goal of providing safe autonomous air mobility services in urban areas, the UAM concept will need to ensure a resilient operational environment in which UAM operating and supporting infrastructure systems are fully integrated with existing air transportation systems and enable the secure exchange of data required for UAM operations. This endeavor requires an evaluation of UAM's Communications, Navigation, and Surveillance (CNS) and cybersecurity requirements to identify operational and cybersecurity barriers that affect the interoperability of UAM operations within the National Airspace System (NAS) ecosystem. © 2022 IEEE.",
